# Time     Error        Bytes 1-13
#
1358304961.578817,0,background,1e,20,d9,7f,04,00,bf,00,00,ff,00,12,ff
1358304961.626884,0,background,56,00,ff,fd,08,5b,7e,07,00,00,00,00,00
1358304961.674771,0,background,2f,e0,d9,7f,08,00,00,00,00,00,00,00,00
1358304961.722777,0,background,3e,60,ff,fd,02,00,00,00,00,00,06,92,00
1358304961.770779,0,background,1e,20,d9,7f,04,34,bf,00,00,00,00,00,00
1358304961.818700,0,background,1e,20,ff,fd,04,00,bf,00,00,00,00,00,00
1358304961.866837,0,background,56,00,d9,7f,08,5c,8a,06,d6,00,00,00,00
1358304961.914647,0,background,30,80,ff,fd,06,00,00,00,00,00,00,cf,b3
1358304961.962797,0,background,1f,20,d9,7f,08,00,00,40,00,00,00,00,ff
1358304962.010889,0,background,92,20,ff,fd,08,c0,33,6d,0c,00,00,00,b3
1358304962.058645,0,background,32,20,d9,7f,08,06,ac,06,ac,06,ac,00,00
1358304962.106722,0,background,56,00,ff,fd,08,59,93,06,be,00,00,00,00
1358304962.155086,0,background,66,80,d9,7f,02,00,00,39,60,00,00,3f,b3
1358304962.202818,0,background,9c,20,ff,fd,08,39,53,35,34,37,32,36,38
1358304962.250793,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304962.298645,0,background,40,40,ff,fd,08,00,00,00,00,00,00,00,00
1358304962.346794,0,background,32,20,d9,7f,08,06,b4,06,b4,06,b9,00,00
1358304962.394766,0,background,18,a0,ff,fd,08,10,00,00,00,10,03,cf,b3
1358304962.442780,0,background,ee,00,d9,7f,07,00,00,00,00,00,00,00,00
1358304962.490831,0,background,40,00,ff,fd,04,00,00,00,00,00,06,92,00
1358304962.538775,0,background,3e,a0,d9,7f,07,0f,01,00,01,00,00,00,ff
1358304962.585785,0,background,56,00,ff,fd,08,59,bc,06,c0,00,00,00,00
1358304962.633841,0,background,34,20,d9,7f,03,00,10,01,00,00,00,cf,b3
1358304962.681842,0,background,25,40,ff,fd,08,53,00,00,00,b2,72,1f,ff
1358304962.729798,0,background,3d,60,d9,7f,02,01,2d,00,00,00,00,00,00
1358304962.777768,0,background,1e,20,ff,fd,04,00,bf,00,00,ff,00,12,ff
1358304962.825739,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,00
1358304962.873768,0,background,3d,a0,ff,fd,08,41,2c,01,18,01,10,75,9a
1358304962.921757,0,background,3d,a0,d9,7f,08,41,2c,01,17,01,10,75,9a
1358304962.969785,0,background,1e,20,ff,fd,04,34,bf,00,00,00,00,00,00
1358304963.017753,0,background,40,00,d9,7f,04,00,00,00,00,00,06,92,00
1358304963.065703,0,background,3d,60,ff,fd,02,01,2f,00,0c,00,00,00,00
1358304963.114094,0,background,3e,a0,d9,7f,07,0f,01,00,01,00,00,00,ff
1358304963.161772,0,background,56,80,ff,fd,06,30,0b,81,9c,b6,93,e2,02
1358304963.209849,0,background,3d,a0,d9,7f,08,41,2c,01,13,01,10,75,9a
1358304963.257945,0,background,1e,20,ff,fd,04,00,bf,00,00,00,00,3f,b3
1358304963.305774,0,background,69,40,d9,7f,04,00,03,00,03,00,00,00,00
1358304963.353758,0,background,3d,60,ff,fd,02,01,29,02,ff,ff,00,12,ff
1358304963.401891,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304963.450076,0,background,3e,60,ff,fd,02,00,00,00,00,00,00,00,00
1358304963.497760,0,background,1e,20,d9,7f,04,00,bf,00,00,01,10,75,9a
1358304963.545778,0,background,31,e0,ff,fd,06,00,29,00,0a,5a,00,00,00
1358304963.593751,0,background,40,40,d9,7f,08,00,00,00,00,00,00,00,00
1358304963.641759,0,background,ee,40,ff,fd,07,00,00,00,00,00,00,00,7d
1358304963.689748,0,background,3e,a0,d9,7f,07,0f,01,00,01,00,00,00,ff
1358304963.737780,0,background,1f,20,ff,fd,08,00,00,40,00,00,00,00,ff
1358304963.786858,0,background,54,00,d9,7f,08,06,00,00,01,00,00,87,66
1358304963.837098,0,background,32,20,ff,fd,08,06,b5,06,b5,06,b5,00,00
1358304963.884636,0,background,26,80,d9,7f,04,00,00,10,00,b2,73,1f,ff
1358304963.932761,0,background,7e,20,ff,fd,06,00,c3,50,5c,00,ee,00,00
1358304963.980704,0,background,26,80,d9,7f,04,00,00,10,00,b2,73,1f,ff
1358304964.028745,0,background,3d,60,ff,fd,02,01,30,17,00,00,00,00,00
1358304964.076728,0,background,3c,a0,d9,7f,08,46,f9,6b,80,00,06,95,00
1358304964.124753,0,background,39,a0,ff,fd,05,80,00,0f,fe,00,03,cf,b3
1358304964.172858,0,background,3d,a0,d9,7f,08,41,2c,01,0a,01,10,75,9a
1358304964.220814,0,background,3e,60,ff,fd,02,00,00,00,00,00,00,00,00
1358304964.268744,0,background,1e,20,d9,7f,04,1c,c1,00,00,00,00,00,00
1358304964.316770,0,background,3d,60,ff,fd,02,01,31,39,60,00,00,3f,b3
1358304964.364774,0,background,2f,a0,d9,7f,08,04,e0,00,00,96,00,01,01
1358304964.412760,0,background,56,80,ff,fd,06,30,0a,81,9b,b6,93,94,00
1358304964.460767,0,background,70,80,d9,7f,08,08,00,0c,d7,96,93,e2,02
1358304964.508834,0,background,19,20,ff,fd,07,84,0b,9b,0a,00,40,00,00
1358304964.556758,0,background,69,40,d9,7f,04,00,03,00,03,00,00,3f,b3
1358304964.604720,0,background,3d,20,ff,fd,08,8f,e1,00,0c,0f,ff,00,00
1358304964.652710,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304964.700741,0,background,33,e0,ff,fd,07,01,f4,02,ff,ff,00,12,ff
1358304964.748952,0,background,1e,20,d9,7f,04,1c,c1,00,00,00,00,00,00
1358304964.796822,0,background,3d,a0,ff,fd,08,41,2c,01,15,01,10,75,9a
1358304964.844749,0,background,18,a0,d9,7f,08,20,00,00,00,20,03,cf,b3
1358304964.892846,0,background,3d,60,ff,fd,02,01,25,00,00,00,00,00,00
1358304964.940613,0,background,7d,20,d9,7f,08,00,00,00,00,00,00,00,00
1358304964.988711,0,background,33,20,ff,fd,08,8f,ff,0f,ff,ef,ff,00,ff
1358304965.036723,0,background,78,20,d9,7f,08,07,65,e7,00,00,00,00,00
1358304965.084749,0,background,34,20,ff,fd,03,00,10,01,00,20,03,cf,b3
1358304965.132893,0,background,40,40,d9,7f,08,00,00,00,00,00,00,00,00
1358304965.180803,0,background,40,00,ff,fd,04,00,00,00,00,00,06,94,00
1358304965.228658,0,background,3d,60,d9,7f,02,01,2b,17,00,00,00,00,00
1358304965.277078,0,background,66,80,ff,fd,02,00,00,02,ff,ff,00,12,ff
1358304965.323765,0,background,1f,20,d9,7f,08,00,00,40,00,00,00,00,ff
1358304965.371763,0,background,40,00,ff,fd,04,00,00,00,00,5b,00,95,00
1358304965.419713,0,background,1e,20,d9,7f,04,00,c1,00,00,00,00,3f,b3
1358304965.467792,0,background,56,00,ff,fd,08,5b,fc,06,fc,00,00,00,00
1358304965.515788,0,background,66,80,d9,7f,02,00,00,39,60,00,00,3f,b3
1358304965.563760,0,background,33,a0,ff,fd,08,80,00,3f,fe,00,0a,57,ff
1358304965.611716,0,background,92,20,d9,7f,08,c0,33,6d,0c,00,00,00,b3
1358304965.659704,0,background,3d,a0,ff,fd,08,41,2c,01,0e,01,10,75,9a
1358304965.707727,0,background,1e,20,d9,7f,04,1c,c1,00,00,00,00,00,00
1358304965.755712,0,background,40,40,ff,fd,08,00,00,00,00,00,00,00,00
1358304965.803652,0,background,3d,60,d9,7f,02,01,30,9f,10,16,00,b3,ff
1358304965.851723,0,background,33,e0,ff,fd,07,01,f4,02,ff,ff,00,12,ff
1358304965.899951,0,background,1e,20,d9,7f,04,00,c1,00,00,00,00,00,00
1358304965.947735,0,background,1e,20,ff,fd,04,1c,c1,00,00,00,00,00,00
1358304965.996361,0,background,66,80,d9,7f,02,00,00,00,00,00,00,3f,b3
1358304966.043869,0,background,50,80,ff,fd,07,00,9d,40,10,1c,01,13,00
1358304966.091705,0,background,3d,60,d9,7f,02,01,2f,00,0b,05,00,00,ff
1358304966.139723,0,background,7c,20,ff,fd,02,00,01,00,00,00,00,00,00
1358304966.187708,0,background,1f,20,d9,7f,08,00,00,40,00,00,00,00,ff
1358304966.235695,0,background,58,60,ff,fd,06,07,c3,06,64,07,2f,87,66
1358304966.283716,0,background,32,20,d9,7f,08,06,ae,06,ae,06,c2,00,00
1358304966.332105,0,background,40,00,ff,fd,04,00,00,00,00,07,06,92,00
1358304966.379734,0,background,3d,60,d9,7f,02,01,26,00,00,b2,73,1f,ff
1358304966.427700,0,background,1e,20,ff,fd,04,1c,c1,00,00,ff,00,12,ff
1358304966.475718,0,background,66,80,d9,7f,02,00,00,02,ff,ff,00,12,ff
1358304966.523726,0,background,90,80,ff,fd,06,01,13,01,12,01,13,00,00
1358304966.571695,0,background,3d,a0,d9,7f,08,41,2c,01,19,01,18,75,9a
1358304966.619589,0,background,1e,20,ff,fd,04,00,c1,00,00,00,00,3f,b3
1358304966.667695,0,background,56,00,d9,7f,08,59,ba,06,d8,00,00,00,00
1358304966.715768,0,background,66,80,ff,fd,02,00,00,00,00,00,06,94,00
1358304966.763720,0,background,3e,a0,d9,7f,07,0f,01,00,01,00,00,00,ff
1358304966.811630,0,background,92,20,ff,fd,08,c0,33,6d,0c,00,00,00,b3
1358304966.860033,0,background,70,80,d9,7f,08,08,00,0c,d7,96,93,e2,02
1358304966.907723,0,background,1e,20,ff,fd,04,1c,c1,00,00,00,06,95,00
1358304966.955700,0,background,69,40,d9,7f,04,00,03,00,03,00,00,3f,b3
1358304967.003707,0,background,3d,60,ff,fd,02,01,30,66,10,1f,00,fb,ff
1358304967.051704,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304967.100023,0,background,40,00,ff,fd,04,00,00,00,00,07,06,92,00
1358304967.135762,0,background,1e,20,d9,7f,04,1c,c1,00,00,01,10,75,9a
1358304967.182683,0,background,26,80,ff,fd,04,00,00,10,00,b2,73,1f,ff
1358304967.230726,0,background,3c,a0,d9,7f,08,46,f9,6b,80,00,06,95,00
1358304967.278802,0,background,3d,60,ff,fd,02,01,2e,00,00,b2,73,1f,ff
1358304967.326713,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304967.374706,0,background,18,a0,ff,fd,08,30,00,00,00,30,03,cf,b3
1358304967.422699,0,background,3c,a0,d9,7f,08,46,f9,6b,e0,07,06,92,00
1358304967.470714,0,background,1e,20,ff,fd,04,1c,c1,00,00,00,00,00,00
1358304967.518836,0,background,1e,20,d9,7f,04,28,c1,00,00,00,00,00,00
1358304967.566687,0,background,3d,60,ff,fd,02,01,30,00,00,00,00,00,00
1358304967.614808,0,background,18,20,d9,7f,08,30,0a,a1,3b,30,0b,96,63
1358304967.663038,0,background,1f,20,ff,fd,08,00,00,40,00,00,00,00,ff
1358304967.710696,0,background,92,20,d9,7f,08,c0,33,6d,0c,00,00,00,b3
1358304967.758714,0,background,34,20,ff,fd,03,00,10,01,b4,06,b4,00,00
1358304967.806792,0,background,40,00,d9,7f,04,00,00,00,00,00,06,94,00
1358304967.855218,0,background,18,a0,ff,fd,08,30,00,00,00,30,03,cf,b3
1358304967.902674,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304967.950668,0,background,33,20,ff,fd,08,cf,ff,0f,ff,ef,fe,00,ff
1358304967.998758,0,background,40,00,d9,7f,04,00,00,00,00,07,06,95,00
1358304968.048487,0,background,3d,a0,ff,fd,08,41,2c,01,0c,01,10,75,9a
1358304968.096731,0,background,3d,60,d9,7f,02,01,30,00,00,00,06,94,00
1358304968.144800,0,background,5f,20,ff,fd,05,f0,00,00,00,00,ff,00,00
1358304968.192724,0,background,3d,60,d9,7f,02,01,2b,00,00,07,06,92,00
1358304968.240678,0,background,7d,20,ff,fd,08,00,00,00,00,00,00,00,00
1358304968.290160,0,background,33,a0,d9,7f,08,c0,00,3f,fd,00,0a,70,ff
1358304968.336665,0,background,7a,20,ff,fd,08,10,16,80,00,00,40,00,00
1358304968.384691,0,background,50,80,d9,7f,07,00,9c,9b,10,21,01,88,00
1358304968.432988,0,background,3d,60,ff,fd,02,01,29,07,32,00,00,00,00
1358304968.480852,0,background,25,40,d9,7f,08,53,00,00,00,b2,73,1f,ff
1358304968.528686,0,background,56,00,ff,fd,08,5a,7a,07,3c,00,00,00,00
1358304968.576667,0,background,66,80,d9,7f,02,00,00,00,00,f9,06,94,00
1358304968.625079,0,background,18,a0,ff,fd,08,00,00,00,00,00,03,cf,b3
1358304968.672659,0,background,3d,a0,d9,7f,08,41,2c,01,10,01,10,75,9a
1358304968.720725,0,background,19,20,ff,fd,07,84,0b,bb,0d,00,40,00,00
1358304968.768691,0,background,56,00,d9,7f,08,5a,c1,06,ee,00,00,00,00
1358304968.816800,0,background,3d,60,ff,fd,02,01,2b,79,5f,00,00,3f,b3
1358304968.864546,0,background,2f,a0,d9,7f,08,04,e0,00,00,96,00,01,01
1358304968.912595,0,background,1f,20,ff,fd,08,00,00,40,00,00,00,00,ff
1358304968.960735,0,background,70,80,d9,7f,08,08,00,0c,d7,96,92,e2,02
1358304969.008657,0,background,32,20,ff,fd,08,06,ab,06,ab,06,ab,00,00
1358304969.056870,0,background,69,40,d9,7f,04,00,03,00,03,00,00,3f,b3
1358304969.104835,0,background,18,20,ff,fd,08,00,0a,a1,3b,00,0b,96,63
1358304969.152693,0,background,40,40,d9,7f,08,00,00,00,00,00,00,00,00
1358304969.200827,0,background,33,e0,ff,fd,07,01,f4,02,ff,ff,00,12,ff
1358304969.248671,0,background,56,00,d9,7f,08,5a,47,06,e4,00,00,00,00
1358304969.296662,0,background,3d,a0,ff,fd,08,41,2c,01,0f,01,10,75,9a
1358304969.344836,0,background,18,a0,d9,7f,08,00,00,00,00,00,03,cf,b3
1358304969.392708,0,background,3d,60,ff,fd,02,01,2f,00,cb,64,00,00,18
1358304969.440587,0,background,7d,20,d9,7f,08,00,00,00,00,00,00,00,00
1358304969.488681,0,background,56,00,ff,fd,08,5d,89,06,f6,00,00,00,00
1358304969.536996,0,background,70,80,d9,7f,08,08,00,0c,d7,96,92,e2,02
1358304969.584667,0,background,18,20,ff,fd,08,00,0a,a1,3b,00,0b,96,63
1358304969.632811,0,background,3d,60,d9,7f,02,01,30,07,11,00,00,00,00
1358304969.680728,0,background,26,80,ff,fd,04,00,00,10,00,b2,72,1f,ff
1358304969.728685,0,background,56,00,d9,7f,08,59,b3,06,dc,00,00,00,00
1358304969.776641,0,background,66,80,ff,fd,02,00,00,02,ff,ff,00,12,ff
1358304969.824871,0,background,39,a0,d9,7f,05,c0,00,0f,fd,00,03,cf,b3
1358304969.872650,0,background,3d,a0,ff,fd,08,41,2c,01,0a,01,10,75,9a
1358304969.920687,0,background,31,e0,d9,7f,06,00,2a,00,0a,5d,00,00,00
1358304969.968645,0,background,56,00,ff,fd,08,5a,f1,06,fd,00,00,00,00
1358304970.016756,0,background,3d,60,d9,7f,02,01,2d,79,5f,00,00,3f,b3
1358304970.064747,0,background,18,20,ff,fd,08,00,0a,a1,3b,00,0b,96,63
1358304970.112618,0,background,1f,20,d9,7f,08,00,00,40,00,00,00,00,ff
1358304970.160645,0,background,70,80,ff,fd,08,08,00,0c,d7,96,92,e2,02
1358304970.208630,0,background,32,20,d9,7f,08,06,ba,06,ba,06,ba,00,00
1358304970.256646,0,background,69,40,ff,fd,04,00,03,00,03,00,00,3f,b3
1358304970.304639,0,background,18,20,d9,7f,08,00,0a,a1,3b,00,0b,96,63
1358304970.352684,0,background,33,e0,ff,fd,07,01,f4,02,ff,ff,00,12,ff
1358304970.400736,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304970.448660,0,background,56,00,ff,fd,08,5a,52,06,fe,00,00,00,00
1358304970.495738,0,background,3d,a0,d9,7f,08,41,2c,01,19,01,10,75,9a
1358304970.543672,0,background,50,80,ff,fd,07,00,9c,77,10,1b,00,20,00
1358304970.591968,0,background,79,20,d9,7f,08,07,66,00,00,00,00,00,00
1358304970.639648,0,background,a3,00,ff,fd,07,00,43,00,43,20,00,00,ff
1358304970.687698,0,background,40,00,d9,7f,04,00,00,00,00,00,06,93,00
1358304970.735678,0,background,69,00,ff,fd,04,00,03,00,03,07,2e,87,66
1358304970.783654,0,background,34,20,d9,7f,03,00,10,01,ae,06,ae,00,00
1358304970.832041,0,background,3d,60,ff,fd,02,01,30,00,00,00,00,00,00
1358304970.879636,0,background,3d,60,d9,7f,02,01,2b,6b,a0,00,06,94,00
1358304970.927622,0,background,3c,20,ff,fd,04,00,ff,15,00,ff,00,12,ff
1358304970.975638,0,background,33,20,d9,7f,08,4f,ff,0f,ff,f0,00,00,ff
1358304971.023633,0,background,90,80,ff,fd,06,01,12,01,12,01,13,e0,9a
1358304971.071570,0,background,3d,a0,d9,7f,08,41,2c,01,0e,01,10,75,9a
1358304971.119663,0,background,1e,20,ff,fd,04,28,bf,00,00,00,00,00,b3
1358304971.167934,0,background,3d,60,d9,7f,02,01,2d,00,0c,00,00,00,00
1358304971.215625,0,background,56,80,ff,fd,06,30,08,81,9b,b0,92,3f,b3
1358304971.263687,0,background,3c,a0,d9,7f,08,46,f9,6b,e0,00,06,92,00
1358304971.311653,0,background,92,20,ff,fd,08,c0,33,6d,0c,00,00,00,b3
1358304971.359609,0,background,54,00,d9,7f,08,06,00,00,01,00,00,87,66
1358304971.407636,0,background,3c,20,ff,fd,04,00,ff,15,00,00,00,00,00
1358304971.455660,0,background,3c,a0,d9,7f,08,46,f9,6b,c0,00,06,93,00
1358304971.503665,0,background,50,80,ff,fd,07,00,9d,2f,10,0f,00,0b,ff
1358304971.551780,0,background,33,e0,d9,7f,07,01,f4,02,ff,ff,00,12,ff
1358304971.599966,0,background,40,40,ff,fd,08,00,00,00,00,00,00,00,00
1358304971.647660,0,background,3c,a0,d9,7f,08,46,f9,6b,af,f9,06,94,00
1358304971.695608,0,background,66,80,ff,fd,02,00,00,00,00,00,00,3f,b3
1358304971.743660,0,background,50,80,d9,7f,07,00,9c,0b,10,0e,00,6b,00
1358304971.791659,0,background,a3,00,ff,fd,07,00,fb,00,fb,7c,00,00,00
1358304971.839663,0,background,7d,20,d9,7f,08,00,00,00,00,00,00,00,00
1358304971.887615,0,background,3c,20,ff,fd,04,00,ff,15,00,96,93,e2,02
1358304971.935626,0,background,69,00,d9,7f,04,00,03,00,03,07,2f,3f,b3
1358304971.983606,0,background,34,20,ff,fd,03,00,10,01,b6,06,b1,00,00
1358304972.031652,0,background,40,00,d9,7f,04,00,00,00,00,07,06,92,00
1358304972.079610,0,background,3d,60,ff,fd,02,01,2a,00,00,b2,72,1f,ff
1358304972.127662,0,background,3c,20,d9,7f,04,00,ff,15,00,ff,00,12,ff
1358304972.175625,0,background,66,80,ff,fd,02,00,00,02,ff,ff,00,12,ff
1358304972.223700,0,background,3c,a0,d9,7f,08,46,f9,6b,c0,00,06,93,00
1358304972.271663,0,background,3d,a0,ff,fd,08,41,2c,01,0f,01,10,75,9a
1358304972.322735,0,background,1e,20,d9,7f,04,28,bf,00,00,b5,93,92,00
1358304972.370601,0,background,3d,60,ff,fd,02,01,2d,81,99,b5,93,00,00
1358304972.418645,0,background,1e,20,d9,7f,04,00,bf,00,00,00,06,94,00
1358304972.466928,0,background,40,40,ff,fd,08,00,00,00,00,00,00,00,00
1358304972.514937,0,background,18,20,d9,7f,08,10,0a,a1,3b,10,0b,96,63
1358304972.562635,0,background,33,20,ff,fd,08,0f,ff,0f,ff,f0,01,00,ff
1358304972.613622,0,background,92,20,d9,7f,08,c0,33,6d,0c,00,00,00,b3
1358304972.661631,0,background,32,20,ff,fd,08,06,b0,06,b0,06,b0,00,00
1358304972.709593,0,background,54,00,d9,7f,08,06,00,00,01,00,00,87,66
1358304972.757640,0,background,3c,20,ff,fd,04,00,fe,16,00,00,00,3f,b3
1358304972.805880,0,background,69,40,d9,7f,04,00,03,00,03,00,00,00,00
1358304972.853618,0,background,40,40,ff,fd,08,00,00,00,00,00,00,00,00
1358304972.901914,0,background,40,00,d9,7f,04,00,00,00,00,f9,06,94,00
1358304972.949921,0,background,56,00,ff,fd,08,5d,7c,06,f8,00,00,00,00
1358304972.997619,0,background,3c,20,d9,7f,04,00,fe,16,00,01,10,75,9a
1358304973.045650,0,background,19,20,ff,fd,07,84,0b,c8,07,00,40,00,00
1358304973.093632,0,background,40,40,d9,7f,08,00,00,00,00,00,00,00,00
1358304973.141592,0,background,9a,20,ff,fd,08,80,00,00,02,18,a6,00,7d
1358304973.189588,0,background,3e,a0,d9,7f,07,0f,01,00,01,00,00,00,ff
1358304973.236595,0,background,1e,20,ff,fd,04,28,c1,00,00,00,2b,00,00
1358304973.284657,0,background,58,60,d9,7f,06,07,d5,06,64,07,2f,00,00
1358304973.336170,0,background,19,20,ff,fd,07,84,0b,c5,00,00,40,00,00
1358304973.380597,0,background,25,40,d9,7f,08,53,00,00,00,b2,73,1f,ff
1358304973.429059,0,background,7e,20,ff,fd,06,00,c1,50,5c,00,ee,94,00
