1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389762,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,240,1,21,0,99,0,0,0
1358389763,16,0,226,0,99,0,0,0
1358389763,16,0,226,0,99,0,0,0
1358389763,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,99,0,0,0
1358389764,16,0,226,0,100,0,0,0
1358389764,16,0,226,0,104,0,0,0
1358389764,16,0,226,0,109,0,0,0
1358389764,16,0,226,0,114,0,0,0
1358389764,16,0,226,0,120,0,0,0
1358389764,16,0,226,0,127,0,0,0
1358389764,16,0,226,0,135,0,0,0
1358389764,16,0,226,0,143,0,0,0
1358389764,16,0,226,0,152,0,0,0
1358389764,16,0,226,0,155,0,0,0
1358389764,16,0,226,0,165,0,0,0
1358389764,16,0,226,0,167,0,0,0
1358389764,16,0,226,0,167,0,0,0
1358389764,16,0,226,0,196,0,0,0
1358389764,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,16,0,226,0,196,0,0,0
1358389765,241,1,21,0,196,0,0,0
1358389765,241,1,21,0,196,0,0,0
1358389765,241,1,21,0,196,0,0,0
1358389765,241,1,21,0,196,0,0,0
1358389765,241,1,21,0,196,0,0,0
1358389765,241,1,21,0,186,0,0,0
1358389765,241,1,21,0,144,0,0,0
1358389765,241,1,21,0,127,0,0,0
1358389765,241,1,21,0,112,0,0,0
1358389766,241,1,21,0,99,0,0,0
1358389766,241,1,21,0,99,0,0,0
1358389766,241,1,21,0,99,0,0,0
1358389766,241,1,21,0,99,0,0,0
1358389767,241,1,21,0,99,0,0,0
1358389767,1,1,21,0,99,0,0,0
1358389767,1,1,21,0,99,0,0,0
1358389768,1,1,21,0,99,0,0,0
1358389768,1,1,21,0,99,0,0,0
1358389768,1,1,21,0,101,0,0,0
1358389768,1,1,21,0,114,0,0,0
1358389768,1,1,21,0,132,0,0,0
1358389768,1,1,21,0,153,0,0,0
1358389768,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389769,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,0
1358389770,1,1,21,0,196,0,0,64
1358389770,1,1,21,0,196,0,0,64
1358389770,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389771,1,1,21,0,196,0,0,64
1358389772,1,1,21,0,196,0,0,64
1358389772,1,1,21,0,196,0,0,0
1358389772,1,1,21,0,196,0,0,0
1358389772,1,1,21,0,196,0,0,0
1358389772,1,1,21,0,196,0,0,0
